Date,Open,High,Low,Close,Adj Close,Volume
1980-03-17,0.850340,0.878685,0.850340,0.878685,0.590393,18400
1980-03-18,0.878685,0.878685,0.850340,0.850340,0.571348,3200
1980-03-19,0.878685,0.935374,0.878685,0.878685,0.590393,8800
1980-03-20,0.878685,0.907029,0.878685,0.878685,0.590393,9600
1980-03-21,0.878685,0.878685,0.850340,0.850340,0.571348,12400
1980-03-24,0.850340,0.878685,0.850340,0.878685,0.590393,35200
1980-03-25,0.878685,0.878685,0.821995,0.821995,0.552303,10400
1980-03-26,0.821995,0.878685,0.821995,0.821995,0.552303,56000
1980-03-27,0.793651,0.793651,0.793651,0.793651,0.533258,35600
1980-03-28,0.793651,0.850340,0.793651,0.850340,0.571348,20000
1980-03-31,0.850340,0.878685,0.850340,0.850340,0.571348,10800
1980-04-01,0.878685,0.878685,0.878685,0.878685,0.590393,3600
1980-04-02,0.878685,0.878685,0.850340,0.878685,0.590393,8800
1980-04-03,0.878685,0.907029,0.850340,0.878685,0.590393,16800
1980-04-07,0.878685,0.907029,0.793651,0.793651,0.533258,54000
1980-04-08,0.793651,0.821995,0.793651,0.821995,0.552303,3200
1980-04-09,0.821995,0.850340,0.821995,0.850340,0.571348,13200
1980-04-10,0.850340,0.850340,0.821995,0.850340,0.571348,22400
1980-04-11,0.850340,0.850340,0.821995,0.850340,0.571348,70400
1980-04-14,0.850340,0.850340,0.765306,0.821995,0.552303,72000
1980-04-15,0.821995,0.821995,0.793651,0.793651,0.533258,9200
1980-04-16,0.793651,0.821995,0.793651,0.793651,0.533258,14400
1980-04-17,0.793651,0.821995,0.765306,0.765306,0.514214,379200
1980-04-18,0.793651,0.793651,0.793651,0.793651,0.533258,12800
1980-04-21,0.793651,0.821995,0.793651,0.821995,0.552303,18400
1980-04-22,0.821995,0.821995,0.793651,0.821995,0.552303,28400
1980-04-23,0.821995,0.850340,0.821995,0.850340,0.571348,41200
1980-04-24,0.850340,0.850340,0.821995,0.821995,0.552303,22400
1980-04-25,0.821995,0.850340,0.821995,0.850340,0.571348,26400
1980-04-28,0.850340,0.850340,0.821995,0.821995,0.552303,10800
1980-04-29,0.821995,0.821995,0.793651,0.793651,0.533258,7600
1980-04-30,0.793651,0.821995,0.793651,0.821995,0.552303,10400
1980-05-01,0.821995,0.850340,0.821995,0.850340,0.571348,17600
1980-05-02,0.850340,0.878685,0.850340,0.878685,0.590393,60800
1980-05-05,0.878685,0.878685,0.850340,0.878685,0.590393,48400
1980-05-06,0.878685,0.878685,0.850340,0.850340,0.571348,18400
1980-05-07,0.850340,0.878685,0.850340,0.850340,0.571348,3600
1980-05-08,0.850340,0.878685,0.850340,0.850340,0.571348,6400
1980-05-09,0.850340,0.878685,0.821995,0.821995,0.552303,9600
1980-05-12,0.821995,0.850340,0.821995,0.821995,0.552303,1200
1980-05-13,0.821995,0.850340,0.821995,0.850340,0.571348,15600
1980-05-14,0.850340,0.850340,0.821995,0.821995,0.552303,4000
1980-05-15,0.821995,0.850340,0.821995,0.821995,0.552303,10000
1980-05-16,0.850340,0.878685,0.850340,0.850340,0.571348,7600
1980-05-19,0.850340,0.878685,0.850340,0.878685,0.590393,5600
1980-05-20,0.878685,0.878685,0.850340,0.850340,0.571348,2400
1980-05-21,0.850340,0.850340,0.850340,0.850340,0.571348,16000
1980-05-22,0.850340,0.850340,0.821995,0.850340,0.571348,4800
1980-05-23,0.850340,0.850340,0.821995,0.821995,0.552303,14800
1980-05-27,0.821995,0.850340,0.821995,0.850340,0.571348,6800
1980-05-28,0.850340,0.850340,0.821995,0.821995,0.552303,7200
1980-05-29,0.821995,0.850340,0.821995,0.821995,0.552303,9600
1980-05-30,0.821995,0.850340,0.821995,0.850340,0.571348,7200
1980-06-02,0.850340,0.850340,0.821995,0.821995,0.552303,10400
1980-06-03,0.821995,0.821995,0.821995,0.821995,0.552303,800
1980-06-04,0.821995,0.850340,0.821995,0.850340,0.571348,22800
1980-06-05,0.850340,0.850340,0.821995,0.821995,0.552303,20800
1980-06-06,0.821995,0.850340,0.821995,0.850340,0.571348,16800
1980-06-09,0.850340,0.878685,0.821995,0.850340,0.571348,44800
1980-06-10,0.850340,0.850340,0.821995,0.850340,0.571348,5600
1980-06-11,0.850340,0.850340,0.821995,0.850340,0.571348,18800
1980-06-12,0.850340,0.850340,0.850340,0.850340,0.571348,8800
1980-06-13,0.850340,0.850340,0.821995,0.850340,0.571348,8800
1980-06-16,0.850340,0.850340,0.821995,0.850340,0.571348,16800
1980-06-17,0.850340,0.850340,0.821995,0.821995,0.552303,5600
1980-06-18,0.821995,0.850340,0.821995,0.821995,0.552303,18800
1980-06-19,0.821995,0.850340,0.821995,0.850340,0.571348,29600
1980-06-20,0.850340,0.850340,0.821995,0.850340,0.571348,16000
1980-06-23,0.850340,0.850340,0.821995,0.850340,0.571348,8800
1980-06-24,0.850340,0.850340,0.821995,0.850340,0.571348,11200
1980-06-25,0.850340,0.850340,0.821995,0.850340,0.571348,32000
1980-06-26,0.850340,0.878685,0.850340,0.878685,0.590393,6800
1980-06-27,0.878685,0.878685,0.850340,0.878685,0.590393,4000
1980-06-30,0.878685,0.878685,0.850340,0.878685,0.590393,6400
1980-07-01,0.878685,0.878685,0.850340,0.850340,0.571348,12800
1980-07-02,0.850340,0.878685,0.850340,0.878685,0.590393,42400
1980-07-03,0.878685,0.907029,0.878685,0.907029,0.609438,119600
1980-07-07,0.907029,0.935374,0.878685,0.935374,0.628483,51600
1980-07-08,0.935374,0.935374,0.878685,0.878685,0.590393,18400
1980-07-09,0.878685,0.907029,0.878685,0.907029,0.609438,4800
1980-07-10,0.907029,0.907029,0.878685,0.878685,0.590393,2400
1980-07-11,0.878685,0.907029,0.878685,0.907029,0.609438,14000
1980-07-14,0.907029,0.907029,0.878685,0.907029,0.609438,11600
1980-07-15,0.907029,0.907029,0.878685,0.907029,0.609438,19200
1980-07-16,0.907029,0.907029,0.878685,0.907029,0.609438,13600
1980-07-17,0.907029,0.907029,0.878685,0.907029,0.609438,4400
1980-07-18,0.907029,0.907029,0.878685,0.878685,0.590393,12400
1980-07-21,0.878685,0.907029,0.878685,0.878685,0.590393,22400
1980-07-22,0.878685,0.907029,0.878685,0.907029,0.609438,15200
1980-07-23,0.907029,0.907029,0.878685,0.878685,0.590393,15200
1980-07-24,0.878685,0.907029,0.878685,0.907029,0.609438,10800
1980-07-25,0.907029,0.907029,0.878685,0.878685,0.590393,52800
1980-07-28,0.878685,0.907029,0.878685,0.878685,0.590393,6800
1980-07-29,0.878685,0.907029,0.878685,0.878685,0.590393,12800
1980-07-30,0.878685,0.907029,0.878685,0.907029,0.609438,8800
1980-07-31,0.907029,0.907029,0.878685,0.907029,0.609438,40000
1980-08-01,0.907029,0.907029,0.878685,0.907029,0.609438,20000
1980-08-04,0.907029,0.907029,0.878685,0.907029,0.609438,35600
1980-08-05,0.907029,0.935374,0.878685,0.907029,0.609438,37600
1980-08-06,0.907029,0.935374,0.907029,0.907029,0.609438,5600
1980-08-07,0.907029,0.935374,0.907029,0.907029,0.609438,17600
1980-08-08,0.907029,0.935374,0.907029,0.907029,0.609438,29600
1980-08-11,0.907029,0.935374,0.907029,0.935374,0.628483,12400
1980-08-12,0.935374,0.935374,0.907029,0.907029,0.609438,17600
1980-08-13,0.907029,0.935374,0.907029,0.907029,0.609438,12800
1980-08-14,0.907029,0.935374,0.907029,0.907029,0.609438,30800
1980-08-15,0.907029,0.935374,0.907029,0.907029,0.609438,15600
1980-08-18,0.907029,0.907029,0.878685,0.878685,0.590393,44000
1980-08-19,0.878685,0.963719,0.878685,0.963719,0.647528,28800
1980-08-20,0.907029,0.907029,0.878685,0.907029,0.609438,13200
